incident_id,start_time,end_time,duration_min,severity,tower,service,host,root_cause,status,alert_volume,error_count,warn_count,info_count,cpu_util_peak,memory_util_peak,disk_util_peak,latency_max_ms,impacted_services
INC-004388,2024-03-31 18:58:54.243271,2024-03-31 20:57:54.243271,119,P1 Critical,Database,payment-gateway,host-045,Database Failure,investigating,32,1545,738,4505,12.1,52.2,50.1,11468.0,2
INC-004972,2024-03-31 19:48:50.522116,2024-03-31 20:16:50.522116,28,P4 Low,Network,reporting-service,host-023,Network Failure,investigating,8,91,251,712,32.7,27.4,16.9,19415.0,1
INC-002439,2024-03-31 20:13:54.022683,2024-03-31 23:59:54.022683,226,P2 High,Application,inventory-api,host-013,Cloud Resource Exhaustion,resolved,35,1312,956,3767,66.6,43.1,36.4,450.0,5
INC-004632,2024-03-31 20:20:54.445564,2024-03-31 21:47:54.445564,87,P3 Medium,Storage,notification-service,host-014,Disk Failure,resolved,1,75,948,1116,44.0,20.3,84.4,225.0,8
INC-001766,2024-03-31 20:45:24.339423,2024-03-31 21:34:24.339423,49,P3 Medium,Network,auth-service,host-032,Network Failure,resolved,2,30,288,3300,23.5,37.8,51.9,5270.0,5
INC-002197,2024-03-31 20:53:05.577587,2024-03-31 23:14:05.577587,141,P1 Critical,Database,api-gateway,host-032,Service Crash,resolved,28,3522,987,291,23.8,13.7,55.9,912.0,1
INC-003605,2024-03-31 23:29:42.256819,2024-04-01 01:20:42.256819,111,P3 Medium,Compute,auth-service,host-044,CPU Saturation,resolved,3,94,36,2285,65.0,18.0,61.5,311.0,1
INC-004668,2024-03-31 23:55:47.817961,2024-04-01 00:23:47.817961,28,P3 Medium,Cloud,inventory-api,host-008,Cloud Resource Exhaustion,resolved,3,88,585,3765,55.3,61.3,11.2,659.0,2
INC-001949,2024-04-01 01:24:44.945764,2024-04-01 02:21:44.945764,57,P3 Medium,Storage,analytics-engine,host-013,Disk Failure,resolved,7,41,213,2678,39.5,20.5,93.2,433.0,6
INC-002084,2024-04-01 01:30:20.412020,2024-04-01 01:59:20.412020,29,P3 Medium,Application,order-service,host-007,Disk Failure,mitigated,5,92,288,4959,50.4,45.4,80.4,913.0,8
INC-000305,2024-04-01 01:43:13.917656,2024-04-01 02:28:13.917656,45,P2 High,Network,message-broker,host-036,Network Failure,investigating,47,4333,168,2802,49.9,31.7,68.3,8883.0,5
INC-001566,2024-04-01 01:44:19.583028,2024-04-01 03:24:19.583028,100,P3 Medium,Cloud,api-gateway,host-044,Cloud Resource Exhaustion,resolved,5,48,519,4733,76.7,30.4,29.5,822.0,3
INC-001418,2024-04-01 02:08:37.254578,2024-04-01 03:58:37.254578,110,P3 Medium,Storage,inventory-api,host-015,Disk Failure,investigating,10,16,587,2251,30.4,14.2,81.1,349.0,8
INC-002295,2024-04-01 02:27:09.402707,2024-04-01 05:33:09.402707,186,P2 High,Network,auth-service,host-032,Network Failure,resolved,47,2847,758,1529,24.6,43.1,24.2,12846.0,8
INC-001835,2024-04-01 02:40:57.641774,2024-04-01 03:24:57.641774,44,P4 Low,Application,payment-gateway,host-020,Kubernetes Pod Failure,resolved,1,92,577,1612,19.7,26.4,20.2,456.0,2
INC-001390,2024-04-01 02:48:33.781155,2024-04-01 06:42:33.781155,234,P1 Critical,Storage,inventory-api,host-033,Disk Failure,resolved,13,4384,159,4139,50.7,49.9,85.4,746.0,1
INC-004658,2024-04-01 03:24:55.902023,2024-04-01 08:14:55.902023,290,P1 Critical,Database,reporting-service,host-035,Database Failure,resolved,13,2444,596,3553,14.3,13.6,36.7,19617.0,4
INC-000634,2024-04-01 04:45:53.836737,2024-04-01 05:57:53.836737,72,P3 Medium,Network,api-gateway,host-048,Service Crash,resolved,4,70,894,782,32.0,11.4,57.7,630.0,1
INC-004870,2024-04-01 05:18:27.821236,2024-04-01 05:43:27.821236,25,P3 Medium,Cloud,cache-cluster,host-032,Cloud Resource Exhaustion,resolved,5,94,824,197,74.4,27.8,16.2,515.0,8
INC-002849,2024-04-01 06:08:16.431979,2024-04-01 06:29:16.431979,21,P4 Low,Compute,analytics-engine,host-033,CPU Saturation,resolved,10,39,952,1867,96.7,16.4,63.9,296.0,6
INC-001670,2024-04-01 06:12:20.267204,2024-04-01 07:39:20.267204,87,P3 Medium,Application,inventory-api,host-036,Kubernetes Pod Failure,resolved,2,51,117,3387,38.7,43.1,63.5,192.0,6
INC-000539,2024-04-01 06:18:38.586295,2024-04-01 07:11:38.586295,53,P4 Low,Network,notification-service,host-034,Network Failure,resolved,10,9,217,1871,34.2,23.0,29.7,14626.0,5
INC-004873,2024-04-01 06:25:37.408866,2024-04-01 06:49:37.408866,24,P4 Low,Compute,inventory-api,host-005,Kubernetes Pod Failure,resolved,4,97,497,1780,34.6,54.8,31.9,151.0,1
INC-000918,2024-04-01 06:59:14.864883,2024-04-01 07:05:14.864883,6,P4 Low,Network,reporting-service,host-028,Service Crash,resolved,8,50,886,4764,47.1,19.9,18.0,304.0,7
INC-002310,2024-04-01 08:20:24.397388,2024-04-01 10:20:24.397388,120,P3 Medium,Network,inventory-api,host-018,Network Failure,mitigated,1,47,52,513,43.9,18.5,64.3,16729.0,7
INC-000648,2024-04-01 10:16:06.337739,2024-04-01 11:29:06.337739,73,P2 High,Storage,message-broker,host-028,Network Failure,resolved,7,2045,472,1396,44.2,54.1,60.9,9037.0,5
INC-001277,2024-04-01 11:19:42.223739,2024-04-01 14:40:42.223739,201,P2 High,Network,notification-service,host-017,Network Failure,resolved,44,1758,427,3334,47.5,21.2,58.9,4391.0,6
INC-002533,2024-04-01 15:02:03.220486,2024-04-01 15:29:03.220486,27,P3 Medium,Application,inventory-api,host-005,Cloud Resource Exhaustion,resolved,4,90,668,4397,82.8,47.9,59.3,166.0,7
INC-002818,2024-04-01 15:17:13.736661,2024-04-01 16:04:13.736661,47,P3 Medium,Storage,message-broker,host-037,CPU Saturation,resolved,7,85,634,3748,89.5,26.7,45.8,649.0,5
INC-002692,2024-04-01 16:32:55.756315,2024-04-01 20:10:55.756315,218,P2 High,Storage,auth-service,host-029,Service Crash,resolved,2,3329,786,4339,12.5,17.4,47.3,964.0,6
INC-001471,2024-04-01 17:21:13.812081,2024-04-01 17:34:13.812081,13,P4 Low,Cloud,order-service,host-015,Cloud Resource Exhaustion,mitigated,8,39,996,1067,60.9,25.0,45.8,457.0,3
INC-004378,2024-04-01 17:53:50.655888,2024-04-01 18:39:50.655888,46,P4 Low,Storage,auth-service,host-032,Service Crash,resolved,4,31,754,1514,54.1,12.4,36.6,557.0,7
INC-000340,2024-04-01 17:56:48.614598,2024-04-01 19:34:48.614598,98,P3 Medium,Application,cache-cluster,host-047,Cloud Resource Exhaustion,resolved,8,3,56,1578,60.3,19.7,32.7,328.0,6
INC-000268,2024-04-01 21:31:05.129641,2024-04-01 22:09:05.129641,38,P2 High,Network,api-gateway,host-034,Cloud Resource Exhaustion,resolved,20,62,570,2690,95.8,50.7,46.0,898.0,6
INC-002955,2024-04-01 22:48:35.512167,2024-04-01 23:15:35.512167,27,P4 Low,Compute,payment-gateway,host-021,CPU Saturation,resolved,5,35,90,826,75.3,41.7,20.7,977.0,8
INC-004751,2024-04-01 23:07:51.550436,2024-04-02 01:05:51.550436,118,P3 Medium,Storage,analytics-engine,host-028,Memory Leak,mitigated,4,15,153,3855,55.4,72.4,35.7,216.0,8
INC-000763,2024-04-02 00:15:36.935472,2024-04-02 01:11:36.935472,56,P3 Medium,Cloud,api-gateway,host-022,Service Crash,resolved,3,85,739,2603,47.4,60.9,63.2,270.0,6
INC-002460,2024-04-02 00:35:17.900223,2024-04-02 00:41:17.900223,6,P4 Low,Network,order-service,host-004,Memory Leak,resolved,5,20,329,3395,35.3,93.5,38.2,896.0,3
INC-000872,2024-04-02 01:23:25.902167,2024-04-02 02:02:25.902167,39,P2 High,Application,cache-cluster,host-008,Cloud Resource Exhaustion,resolved,28,276,485,502,68.9,12.0,31.9,433.0,7
INC-002477,2024-04-02 01:35:48.727788,2024-04-02 03:15:48.727788,100,P3 Medium,Storage,reporting-service,host-017,Disk Failure,resolved,8,64,465,2707,54.7,20.6,82.9,304.0,2
INC-000550,2024-04-02 02:36:15.436556,2024-04-02 02:58:15.436556,22,P4 Low,Database,analytics-engine,host-045,Memory Leak,investigating,6,90,753,2928,27.8,88.2,31.8,765.0,7
INC-001841,2024-04-02 03:38:19.239070,2024-04-02 04:21:19.239070,43,P3 Medium,Database,cache-cluster,host-036,Database Failure,investigating,3,53,330,447,15.5,14.2,69.5,17417.0,2
INC-002532,2024-04-02 04:35:50.870019,2024-04-02 06:58:50.870019,143,P2 High,Cloud,payment-gateway,host-017,Service Crash,resolved,26,2834,45,1036,55.5,39.1,29.3,914.0,4
INC-002499,2024-04-02 05:24:47.026805,2024-04-02 05:40:47.026805,16,P4 Low,Cloud,auth-service,host-023,Cloud Resource Exhaustion,investigating,1,98,291,3091,99.2,32.6,55.0,179.0,6
INC-001024,2024-04-02 08:33:05.889048,2024-04-02 10:23:05.889048,110,P2 High,Storage,order-service,host-046,Disk Failure,resolved,13,2804,779,1105,33.2,37.9,94.3,299.0,2
INC-000938,2024-04-02 10:48:42.618972,2024-04-02 12:02:42.618972,74,P3 Medium,Cloud,message-broker,host-037,Network Failure,mitigated,7,50,566,4549,33.3,63.6,53.0,3745.0,4
INC-000321,2024-04-02 11:15:38.134401,2024-04-02 12:01:38.134401,46,P3 Medium,Compute,message-broker,host-039,CPU Saturation,resolved,1,77,339,2937,74.1,14.8,22.2,758.0,7
INC-004097,2024-04-02 11:50:27.837529,2024-04-02 13:08:27.837529,78,P3 Medium,Cloud,order-service,host-029,Cloud Resource Exhaustion,investigating,1,27,80,4845,76.5,46.6,40.0,310.0,3
INC-000853,2024-04-02 12:15:41.696449,2024-04-02 16:57:41.696449,282,P1 Critical,Database,api-gateway,host-004,Database Failure,resolved,34,2078,563,4841,17.7,18.2,39.5,2285.0,4
INC-004957,2024-04-02 12:16:59.690925,2024-04-02 12:58:59.690925,42,P3 Medium,Application,reporting-service,host-050,Memory Leak,resolved,2,20,348,2375,21.3,97.4,61.4,466.0,1
INC-000930,2024-04-02 13:56:36.188238,2024-04-02 14:53:36.188238,57,P4 Low,Cloud,api-gateway,host-006,Cloud Resource Exhaustion,resolved,2,62,271,2746,75.3,42.6,69.3,768.0,1
INC-001701,2024-04-02 14:05:37.328257,2024-04-02 15:04:37.328257,59,P4 Low,Compute,cache-cluster,host-003,CPU Saturation,resolved,4,49,834,4085,69.1,13.4,44.5,135.0,3
INC-000424,2024-04-02 15:44:59.710704,2024-04-02 16:38:59.710704,54,P4 Low,Database,message-broker,host-010,Database Failure,resolved,1,31,608,3436,33.0,61.2,53.5,6218.0,5
INC-003721,2024-04-02 16:51:20.422844,2024-04-02 18:11:20.422844,80,P3 Medium,Database,inventory-api,host-026,Memory Leak,resolved,5,94,83,2585,45.6,94.6,68.8,800.0,8
INC-004794,2024-04-02 17:21:42.044019,2024-04-02 18:50:42.044019,89,P3 Medium,Database,api-gateway,host-017,Database Failure,resolved,7,65,751,1367,45.0,63.6,31.7,4363.0,3
INC-000144,2024-04-02 17:47:29.161832,2024-04-02 18:37:29.161832,50,P4 Low,Database,reporting-service,host-010,Database Failure,resolved,10,8,391,1114,33.7,34.8,17.4,17494.0,4
INC-004059,2024-04-02 19:58:56.931536,2024-04-02 20:24:56.931536,26,P4 Low,Network,message-broker,host-027,Network Failure,mitigated,4,87,733,1873,20.6,40.0,59.9,10915.0,2
INC-003872,2024-04-02 20:40:51.539668,2024-04-02 21:16:51.539668,36,P2 High,Application,cache-cluster,host-035,Service Crash,resolved,31,1884,100,2154,30.1,63.1,53.9,944.0,5
INC-004919,2024-04-02 20:59:19.330754,2024-04-02 21:47:19.330754,48,P4 Low,Compute,analytics-engine,host-011,CPU Saturation,mitigated,4,88,944,1782,58.5,50.0,15.8,260.0,1
INC-001668,2024-04-02 21:00:12.809827,2024-04-02 21:35:12.809827,35,P2 High,Compute,api-gateway,host-025,Memory Leak,resolved,46,864,930,2790,57.7,91.7,41.9,264.0,8
INC-001083,2024-04-02 21:46:29.354742,2024-04-02 22:39:29.354742,53,P4 Low,Database,auth-service,host-012,Network Failure,resolved,7,85,381,743,14.7,29.4,48.0,15203.0,6
INC-002840,2024-04-02 22:52:20.650384,2024-04-03 00:13:20.650384,81,P3 Medium,Cloud,api-gateway,host-003,Cloud Resource Exhaustion,resolved,9,83,844,4814,76.0,32.3,19.6,204.0,7
INC-003319,2024-04-02 23:17:52.864866,2024-04-03 00:03:52.864866,46,P4 Low,Application,notification-service,host-033,Memory Leak,resolved,4,87,390,1665,12.0,71.9,28.7,930.0,2
INC-001272,2024-04-03 00:12:54.872627,2024-04-03 02:07:54.872627,115,P3 Medium,Application,api-gateway,host-023,Database Failure,resolved,10,76,962,1527,20.0,46.3,43.6,16779.0,3
INC-001971,2024-04-03 03:07:24.052522,2024-04-03 03:41:24.052522,34,P2 High,Application,analytics-engine,host-011,Memory Leak,resolved,48,1172,314,1062,20.0,80.9,31.0,950.0,5
INC-004997,2024-04-03 03:52:04.567088,2024-04-03 05:08:04.567088,76,P3 Medium,Storage,order-service,host-033,Memory Leak,mitigated,8,60,30,889,11.4,97.0,39.1,135.0,3
INC-001992,2024-04-03 04:33:11.374894,2024-04-03 06:59:11.374894,146,P2 High,Compute,auth-service,host-040,CPU Saturation,investigating,46,4240,835,1688,76.5,39.1,21.7,779.0,7
INC-000297,2024-04-03 05:18:38.534704,2024-04-03 07:32:38.534704,134,P2 High,Storage,order-service,host-007,Disk Failure,resolved,40,3646,512,333,11.3,37.7,91.4,571.0,8
INC-004952,2024-04-03 08:46:11.374422,2024-04-03 09:42:11.374422,56,P3 Medium,Application,cache-cluster,host-015,Memory Leak,resolved,3,66,239,2547,35.7,86.0,43.9,107.0,3
INC-004572,2024-04-03 10:17:54.954589,2024-04-03 10:50:54.954589,33,P4 Low,Cloud,message-broker,host-011,CPU Saturation,resolved,6,43,423,4043,58.6,41.0,58.7,787.0,4
INC-002370,2024-04-03 12:20:09.405032,2024-04-03 19:51:09.405032,451,P1 Critical,Storage,auth-service,host-045,Disk Failure,mitigated,38,1311,841,2230,33.5,23.4,96.1,954.0,7
INC-001487,2024-04-03 12:36:27.254851,2024-04-03 13:50:27.254851,74,P3 Medium,Application,api-gateway,host-018,CPU Saturation,resolved,10,90,601,3911,55.9,41.1,20.9,746.0,6
INC-004793,2024-04-03 13:26:32.572939,2024-04-03 17:19:32.572939,233,P2 High,Database,payment-gateway,host-006,Database Failure,resolved,5,1867,158,2608,13.5,19.9,29.0,8899.0,4
INC-002122,2024-04-03 14:40:15.350987,2024-04-03 14:47:15.350987,7,P4 Low,Compute,auth-service,host-025,CPU Saturation,resolved,8,34,779,3116,99.5,57.0,52.1,532.0,5
INC-000772,2024-04-03 14:50:47.759183,2024-04-03 15:24:47.759183,34,P4 Low,Cloud,reporting-service,host-002,Cloud Resource Exhaustion,mitigated,2,34,439,1791,92.4,61.5,48.3,358.0,6
INC-001331,2024-04-03 16:26:08.282544,2024-04-03 17:17:08.282544,51,P3 Medium,Cloud,message-broker,host-006,Kubernetes Pod Failure,resolved,6,44,162,1023,26.3,13.1,54.6,107.0,8
INC-003076,2024-04-03 16:30:06.368966,2024-04-03 22:37:06.368966,367,P1 Critical,Storage,analytics-engine,host-044,Disk Failure,resolved,6,4620,76,3245,29.7,46.5,99.5,202.0,6
INC-003146,2024-04-03 18:52:30.996456,2024-04-03 19:13:30.996456,21,P3 Medium,Cloud,message-broker,host-024,Disk Failure,resolved,1,17,352,4131,17.9,40.7,80.0,899.0,6
INC-001166,2024-04-03 19:03:29.096878,2024-04-03 21:47:29.096878,164,P1 Critical,Network,cache-cluster,host-020,Network Failure,resolved,48,318,706,3140,11.4,23.9,57.5,19972.0,1
INC-003523,2024-04-03 21:20:42.554813,2024-04-03 22:58:42.554813,98,P3 Medium,Database,payment-gateway,host-013,Database Failure,mitigated,10,62,143,3407,22.9,25.9,28.4,3372.0,1
INC-004211,2024-04-03 23:23:41.426674,2024-04-03 23:31:41.426674,8,P4 Low,Cloud,analytics-engine,host-029,CPU Saturation,resolved,8,95,212,1607,54.2,59.6,42.8,362.0,5
INC-002147,2024-04-03 23:26:31.977664,2024-04-04 00:09:31.977664,43,P4 Low,Database,message-broker,host-045,Memory Leak,resolved,3,58,453,3826,51.5,94.3,14.3,349.0,3
INC-000756,2024-04-03 23:44:28.329100,2024-04-03 23:53:28.329100,9,P4 Low,Application,message-broker,host-024,CPU Saturation,resolved,3,47,446,2942,77.4,10.2,52.3,755.0,5
INC-004828,2024-04-04 00:07:06.452849,2024-04-04 00:44:06.452849,37,P3 Medium,Cloud,analytics-engine,host-041,Disk Failure,mitigated,2,35,72,2269,13.1,57.2,91.2,743.0,2
INC-001167,2024-04-04 01:15:16.717570,2024-04-04 02:26:16.717570,71,P3 Medium,Storage,reporting-service,host-019,CPU Saturation,resolved,9,52,47,628,50.5,43.0,54.6,487.0,8
INC-000945,2024-04-04 02:31:10.360016,2024-04-04 07:13:10.360016,282,P1 Critical,Compute,payment-gateway,host-037,Service Crash,resolved,37,1134,714,1173,34.3,44.6,51.5,892.0,1
INC-002436,2024-04-04 03:22:29.268358,2024-04-04 05:19:29.268358,117,P3 Medium,Compute,auth-service,host-015,Service Crash,resolved,8,93,528,997,17.0,30.9,31.4,545.0,8
INC-000731,2024-04-04 03:56:38.750482,2024-04-04 04:54:38.750482,58,P3 Medium,Storage,analytics-engine,host-025,Network Failure,resolved,5,1,544,4967,15.9,60.8,34.6,19079.0,4
INC-001436,2024-04-04 06:45:38.177549,2024-04-04 10:27:38.177549,222,P2 High,Database,notification-service,host-018,Network Failure,mitigated,45,3699,104,1974,48.6,38.6,65.2,11665.0,3
INC-003520,2024-04-04 06:51:34.317772,2024-04-04 10:18:34.317772,207,P2 High,Application,cache-cluster,host-049,Service Crash,resolved,37,2295,282,1511,34.9,40.6,25.5,966.0,6
INC-002037,2024-04-04 07:21:53.032842,2024-04-04 07:27:53.032842,6,P4 Low,Application,cache-cluster,host-015,Memory Leak,resolved,7,96,491,2501,21.1,74.9,57.7,678.0,4
INC-000754,2024-04-04 07:33:33.061343,2024-04-04 09:29:33.061343,116,P3 Medium,Cloud,analytics-engine,host-012,Cloud Resource Exhaustion,resolved,10,28,433,847,97.6,38.6,26.1,439.0,3
INC-002953,2024-04-04 08:32:23.816883,2024-04-04 09:54:23.816883,82,P3 Medium,Network,order-service,host-049,Network Failure,investigating,3,94,124,3794,58.9,52.8,54.5,4696.0,5
INC-000128,2024-04-04 09:21:52.438119,2024-04-04 09:32:52.438119,11,P4 Low,Database,reporting-service,host-048,Memory Leak,resolved,6,94,63,1363,23.4,76.0,43.7,599.0,5
INC-000518,2024-04-04 10:06:40.174585,2024-04-04 10:59:40.174585,53,P4 Low,Cloud,auth-service,host-011,Disk Failure,resolved,8,6,530,4167,32.6,26.8,90.8,997.0,2
INC-003510,2024-04-04 11:15:23.907030,2024-04-04 12:30:23.907030,75,P3 Medium,Compute,message-broker,host-015,Memory Leak,resolved,7,32,862,819,43.4,88.0,54.6,404.0,1
INC-004218,2024-04-04 12:56:44.696850,2024-04-04 13:10:44.696850,14,P4 Low,Application,inventory-api,host-003,Service Crash,resolved,7,73,814,1444,16.5,32.6,34.1,696.0,2
INC-004702,2024-04-04 13:11:31.224838,2024-04-04 13:36:31.224838,25,P4 Low,Cloud,cache-cluster,host-048,Database Failure,resolved,1,35,138,1954,48.6,28.0,52.6,5622.0,8
INC-001006,2024-04-04 15:22:27.265406,2024-04-04 15:37:27.265406,15,P4 Low,Network,payment-gateway,host-001,Service Crash,resolved,9,71,197,1620,22.7,26.6,12.9,907.0,6
INC-004586,2024-04-04 15:35:29.572712,2024-04-04 16:15:29.572712,40,P2 High,Compute,analytics-engine,host-049,Memory Leak,resolved,4,2253,839,2584,58.5,84.5,23.4,185.0,1
INC-000197,2024-04-04 16:03:21.643938,2024-04-04 17:29:21.643938,86,P1 Critical,Cloud,cache-cluster,host-009,Cloud Resource Exhaustion,investigating,13,2834,932,2809,87.3,15.0,33.8,511.0,7
INC-003440,2024-04-04 17:07:30.085162,2024-04-04 18:40:30.085162,93,P3 Medium,Cloud,payment-gateway,host-019,Cloud Resource Exhaustion,investigating,4,96,607,2002,87.1,23.6,70.0,895.0,2
INC-004857,2024-04-04 17:55:04.838122,2024-04-04 18:42:04.838122,47,P4 Low,Network,message-broker,host-034,Disk Failure,mitigated,2,66,645,3698,36.2,56.1,89.0,325.0,6
INC-003282,2024-04-04 19:18:34.218320,2024-04-04 20:22:34.218320,64,P3 Medium,Compute,inventory-api,host-026,CPU Saturation,resolved,10,6,301,3811,60.8,28.8,32.1,397.0,8
INC-000325,2024-04-04 19:57:29.651074,2024-04-04 20:22:29.651074,25,P3 Medium,Storage,analytics-engine,host-029,Disk Failure,resolved,1,70,709,3458,35.8,14.7,81.2,277.0,7
INC-002311,2024-04-04 20:13:15.820569,2024-04-04 20:43:15.820569,30,P4 Low,Network,payment-gateway,host-018,Cloud Resource Exhaustion,resolved,2,56,956,3794,80.5,38.4,39.4,619.0,2
INC-004151,2024-04-04 20:37:08.025571,2024-04-04 21:24:08.025571,47,P3 Medium,Compute,notification-service,host-034,CPU Saturation,resolved,10,10,806,2142,54.5,63.3,18.3,883.0,7
INC-003410,2024-04-04 20:49:31.347584,2024-04-04 22:44:31.347584,115,P3 Medium,Cloud,cache-cluster,host-045,Cloud Resource Exhaustion,resolved,10,22,968,3779,91.0,30.5,68.6,505.0,7
INC-001119,2024-04-04 21:16:42.391711,2024-04-05 03:18:42.391711,362,P1 Critical,Compute,payment-gateway,host-026,CPU Saturation,investigating,11,1103,547,242,55.5,36.7,39.8,324.0,5
INC-000605,2024-04-04 21:43:06.279888,2024-04-04 21:58:06.279888,15,P3 Medium,Storage,notification-service,host-030,Disk Failure,resolved,1,28,184,484,23.4,12.7,90.5,579.0,4
INC-001302,2024-04-04 23:26:10.245431,2024-04-05 00:54:10.245431,88,P3 Medium,Compute,order-service,host-022,CPU Saturation,resolved,4,25,516,3255,99.0,20.7,52.1,732.0,7
INC-002386,2024-04-05 00:01:31.386514,2024-04-05 00:19:31.386514,18,P4 Low,Cloud,order-service,host-002,Cloud Resource Exhaustion,resolved,3,85,968,217,56.6,36.6,11.3,888.0,5
INC-001987,2024-04-05 00:11:44.135606,2024-04-05 00:25:44.135606,14,P4 Low,Network,auth-service,host-005,Service Crash,investigating,10,73,758,4146,33.0,12.0,41.0,927.0,2
INC-002113,2024-04-05 00:36:17.563156,2024-04-05 03:30:17.563156,174,P2 High,Storage,order-service,host-031,Disk Failure,resolved,8,3758,227,2672,19.8,45.8,89.8,768.0,3
INC-000009,2024-04-05 00:40:21.302236,2024-04-05 01:29:21.302236,49,P3 Medium,Application,inventory-api,host-036,Kubernetes Pod Failure,resolved,9,32,993,1117,18.1,17.7,35.3,814.0,3
INC-000015,2024-04-05 01:08:44.124445,2024-04-05 02:58:44.124445,110,P2 High,Application,payment-gateway,host-024,Service Crash,investigating,11,2506,697,2234,17.1,18.1,45.3,991.0,7
INC-002482,2024-04-05 01:47:40.106910,2024-04-05 04:40:40.106910,173,P1 Critical,Network,order-service,host-050,Network Failure,mitigated,47,57,430,3173,45.3,17.7,47.9,7426.0,6
INC-004988,2024-04-05 02:32:18.612276,2024-04-05 03:14:18.612276,42,P3 Medium,Storage,payment-gateway,host-050,Memory Leak,resolved,3,47,227,2458,41.6,96.0,42.2,714.0,7
INC-003892,2024-04-05 03:02:41.599813,2024-04-05 08:12:41.599813,310,P1 Critical,Database,cache-cluster,host-028,Database Failure,resolved,22,1407,893,4747,45.1,48.4,56.7,17680.0,3
INC-002653,2024-04-05 04:39:01.891613,2024-04-05 05:01:01.891613,22,P4 Low,Compute,analytics-engine,host-036,Memory Leak,resolved,9,57,619,2057,49.8,83.7,19.9,580.0,5
INC-002580,2024-04-05 04:53:49.907890,2024-04-05 06:07:49.907890,74,P2 High,Network,cache-cluster,host-023,Network Failure,resolved,16,4030,698,1886,28.4,52.5,48.2,7811.0,8
INC-000815,2024-04-05 05:53:59.098315,2024-04-05 06:18:59.098315,25,P4 Low,Compute,order-service,host-021,CPU Saturation,resolved,7,63,214,3991,61.9,55.1,21.1,850.0,6
INC-003644,2024-04-05 06:53:57.658566,2024-04-05 08:23:57.658566,90,P3 Medium,Application,analytics-engine,host-042,Kubernetes Pod Failure,mitigated,1,29,468,1696,22.3,45.8,52.0,648.0,8
INC-001711,2024-04-05 08:10:07.248455,2024-04-05 08:56:07.248455,46,P4 Low,Application,auth-service,host-026,Kubernetes Pod Failure,resolved,7,28,129,4408,18.1,24.0,19.8,236.0,7
INC-002102,2024-04-05 08:58:18.429291,2024-04-05 09:45:18.429291,47,P3 Medium,Database,reporting-service,host-010,Database Failure,resolved,7,81,76,3996,54.0,47.9,26.9,3426.0,7
INC-003452,2024-04-05 09:39:20.362265,2024-04-05 11:21:20.362265,102,P2 High,Network,message-broker,host-042,Network Failure,investigating,27,2588,494,1631,15.0,19.0,54.3,13874.0,4
INC-003031,2024-04-05 11:54:34.093470,2024-04-05 12:39:34.093470,45,P4 Low,Application,order-service,host-012,Cloud Resource Exhaustion,resolved,1,36,471,4942,51.1,16.6,68.8,877.0,3
INC-000577,2024-04-05 12:00:16.470927,2024-04-05 17:45:16.470927,345,P1 Critical,Storage,reporting-service,host-019,Disk Failure,investigating,17,4713,128,4137,14.8,11.9,86.9,425.0,8
INC-000936,2024-04-05 12:11:24.626590,2024-04-05 14:32:24.626590,141,P2 High,Cloud,reporting-service,host-024,Cloud Resource Exhaustion,resolved,28,987,758,1204,95.9,62.7,35.5,526.0,1
INC-003442,2024-04-05 12:17:55.797401,2024-04-05 15:53:55.797401,216,P2 High,Database,message-broker,host-022,Database Failure,resolved,31,1018,503,4546,44.0,49.3,42.8,11598.0,7
INC-002406,2024-04-05 13:00:44.779951,2024-04-05 13:19:44.779951,19,P3 Medium,Compute,order-service,host-043,Disk Failure,mitigated,10,34,544,4486,29.6,26.7,83.5,979.0,1
INC-004243,2024-04-05 13:06:47.848856,2024-04-05 13:12:47.848856,6,P4 Low,Compute,notification-service,host-006,Network Failure,investigating,2,59,557,3253,23.6,24.3,21.5,7508.0,4
INC-004877,2024-04-05 14:11:06.921940,2024-04-05 14:18:06.921940,7,P4 Low,Cloud,message-broker,host-005,Cloud Resource Exhaustion,resolved,7,68,527,4048,83.0,22.2,30.7,670.0,5
INC-003864,2024-04-05 14:42:00.230931,2024-04-05 21:16:00.230931,394,P1 Critical,Storage,api-gateway,host-035,Disk Failure,resolved,30,2445,306,1972,25.1,49.7,94.5,515.0,3
INC-003140,2024-04-05 15:16:48.619275,2024-04-05 16:51:48.619275,95,P3 Medium,Compute,api-gateway,host-047,Memory Leak,investigating,6,38,865,4557,33.2,84.3,62.9,548.0,5
INC-004034,2024-04-05 16:23:11.794482,2024-04-05 18:03:11.794482,100,P2 High,Cloud,analytics-engine,host-048,Service Crash,resolved,11,3658,947,4688,46.2,23.0,12.5,180.0,7
INC-001244,2024-04-05 16:28:23.672383,2024-04-05 17:07:23.672383,39,P2 High,Network,notification-service,host-012,Kubernetes Pod Failure,resolved,39,2740,423,3887,55.2,54.8,29.6,659.0,7
INC-003949,2024-04-05 18:04:06.457424,2024-04-05 20:10:06.457424,126,P1 Critical,Application,payment-gateway,host-044,Service Crash,resolved,16,2285,100,1434,12.0,52.5,47.4,555.0,2
INC-003865,2024-04-05 18:26:06.510336,2024-04-05 18:48:06.510336,22,P4 Low,Application,analytics-engine,host-001,CPU Saturation,resolved,8,93,633,2408,52.3,32.6,27.5,623.0,6
