incident_id,root_cause,confidence,contributing_factors,remediation,detection_lag_min,rca_created_at,analyst
INC-000147,Database Failure,0.84,disk I/O saturation; query overload,Restart DB service; check replication lag; restore from backup if needed,10,2024-01-01 02:28:31.646248,on-call-eng
INC-000880,Disk Failure,0.78,RAID degradation; filesystem corruption,Replace faulty disk; restore RAID; check smart data,7,2024-03-26 03:31:29.691130,sre-team
INC-004301,Service Crash,0.68,OOM kill; unhandled exception,Redeploy service; inspect core dumps; check dependency health,28,2024-03-26 06:21:00.808993,on-call-eng
INC-001713,CPU Saturation,0.74,thread contention; infinite loop,Scale out horizontally; throttle batch jobs; identify runaway processes,24,2024-03-26 02:54:21.606922,on-call-eng
INC-003651,Service Crash,0.75,unhandled exception; OOM kill,Redeploy service; inspect core dumps; check dependency health,5,2024-03-26 06:36:00.797503,auto-ml
INC-003525,Service Crash,0.97,dependency timeout cascade; OOM kill,Redeploy service; inspect core dumps; check dependency health,29,2024-03-26 10:33:26.471738,auto-ml
INC-004113,Network Failure,0.67,link congestion; MTU mismatch,Check BGP routes; inspect switch logs; failover to backup link,22,2024-03-26 05:25:56.933887,auto-ml
INC-000677,Disk Failure,0.75,bad sectors; RAID degradation,Replace faulty disk; restore RAID; check smart data,3,2024-03-26 06:50:27.683904,on-call-eng
INC-002358,Database Failure,0.9,deadlock cascade; replication lag,Restart DB service; check replication lag; restore from backup if needed,13,2024-03-26 04:13:11.369264,on-call-eng
INC-003665,Database Failure,0.97,query overload; deadlock cascade,Restart DB service; check replication lag; restore from backup if needed,14,2024-03-26 07:18:44.492105,auto-ml
INC-004762,CPU Saturation,0.66,thread contention; GC thrashing,Scale out horizontally; throttle batch jobs; identify runaway processes,19,2024-03-26 06:04:16.269883,on-call-eng
INC-003961,Service Crash,0.89,OOM kill; unhandled exception,Redeploy service; inspect core dumps; check dependency health,27,2024-03-26 06:59:13.837782,on-call-eng
INC-001997,CPU Saturation,0.73,thread contention; batch job overrun,Scale out horizontally; throttle batch jobs; identify runaway processes,2,2024-03-26 04:45:45.721740,sre-team
INC-004593,Cloud Resource Exhaustion,0.66,vCPU quota hit; IP exhaustion,Request quota increase; release idle resources; enable auto-scaling,19,2024-03-26 06:50:54.717184,sre-team
INC-004931,Kubernetes Pod Failure,0.84,CrashLoopBackOff; OOMKilled,Describe pod events; check resource quotas; inspect image pull logs,16,2024-03-26 08:00:50.756171,auto-ml
INC-004827,Database Failure,0.88,replication lag; deadlock cascade,Restart DB service; check replication lag; restore from backup if needed,27,2024-03-26 08:03:12.547910,on-call-eng
INC-001924,Service Crash,0.85,dependency timeout cascade; OOM kill,Redeploy service; inspect core dumps; check dependency health,11,2024-03-26 09:46:15.266332,sre-team
INC-001708,Cloud Resource Exhaustion,0.93,vCPU quota hit; subnet capacity,Request quota increase; release idle resources; enable auto-scaling,19,2024-03-26 13:00:42.337221,sre-team
INC-004380,Database Failure,0.89,query overload; replication lag,Restart DB service; check replication lag; restore from backup if needed,14,2024-03-26 13:35:20.588302,on-call-eng
INC-000375,Service Crash,0.69,dependency timeout cascade; OOM kill,Redeploy service; inspect core dumps; check dependency health,20,2024-03-26 14:49:02.798721,on-call-eng
INC-003788,Service Crash,0.73,OOM kill; unhandled exception,Redeploy service; inspect core dumps; check dependency health,28,2024-03-26 16:26:59.716449,on-call-eng
INC-001406,Cloud Resource Exhaustion,0.94,vCPU quota hit; IP exhaustion,Request quota increase; release idle resources; enable auto-scaling,20,2024-03-26 15:53:15.205679,auto-ml
INC-000360,CPU Saturation,0.93,thread contention; batch job overrun,Scale out horizontally; throttle batch jobs; identify runaway processes,7,2024-03-26 16:48:16.449098,sre-team
INC-004977,Database Failure,0.97,replication lag; query overload,Restart DB service; check replication lag; restore from backup if needed,30,2024-03-26 16:41:50.228538,on-call-eng
INC-001511,Disk Failure,0.74,filesystem corruption; RAID degradation,Replace faulty disk; restore RAID; check smart data,4,2024-03-26 19:53:25.324126,sre-team
INC-001900,Database Failure,0.85,query overload; deadlock cascade,Restart DB service; check replication lag; restore from backup if needed,26,2024-03-26 23:55:10.362619,auto-ml
INC-002106,Cloud Resource Exhaustion,0.69,IP exhaustion; subnet capacity,Request quota increase; release idle resources; enable auto-scaling,30,2024-03-26 21:23:18.820696,auto-ml
INC-002942,Memory Leak,0.74,object retention; finalizer queue buildup,Rolling restart of affected pods; increase heap limits; profile GC,26,2024-03-26 21:47:23.652379,on-call-eng
INC-000073,Network Failure,0.67,MTU mismatch; packet loss,Check BGP routes; inspect switch logs; failover to backup link,3,2024-03-27 01:50:11.386946,auto-ml
INC-000770,Kubernetes Pod Failure,0.98,evicted by kubelet; OOMKilled,Describe pod events; check resource quotas; inspect image pull logs,11,2024-03-27 01:52:15.578447,on-call-eng
INC-004869,Network Failure,0.71,BGP flap; MTU mismatch,Check BGP routes; inspect switch logs; failover to backup link,15,2024-03-27 02:26:44.171995,auto-ml
INC-004500,Network Failure,0.84,BGP flap; MTU mismatch,Check BGP routes; inspect switch logs; failover to backup link,6,2024-03-27 01:45:30.779580,sre-team
INC-004036,Memory Leak,0.94,object retention; unbounded cache growth,Rolling restart of affected pods; increase heap limits; profile GC,3,2024-03-27 02:50:23.503864,sre-team
INC-000570,Network Failure,0.65,link congestion; BGP flap,Check BGP routes; inspect switch logs; failover to backup link,13,2024-03-27 03:06:53.055210,on-call-eng
INC-002217,Memory Leak,0.8,object retention; finalizer queue buildup,Rolling restart of affected pods; increase heap limits; profile GC,15,2024-03-27 07:42:38.083968,auto-ml
INC-004422,Cloud Resource Exhaustion,0.68,subnet capacity; IP exhaustion,Request quota increase; release idle resources; enable auto-scaling,16,2024-03-27 05:59:39.340321,sre-team
INC-004989,Cloud Resource Exhaustion,0.89,IP exhaustion; vCPU quota hit,Request quota increase; release idle resources; enable auto-scaling,6,2024-03-27 10:18:19.026603,on-call-eng
INC-003494,Network Failure,0.83,BGP flap; packet loss,Check BGP routes; inspect switch logs; failover to backup link,7,2024-03-27 10:21:41.233848,on-call-eng
INC-004994,Network Failure,0.91,link congestion; BGP flap,Check BGP routes; inspect switch logs; failover to backup link,20,2024-03-27 12:31:03.401367,auto-ml
INC-000520,Cloud Resource Exhaustion,0.85,EBS limit; vCPU quota hit,Request quota increase; release idle resources; enable auto-scaling,2,2024-03-27 13:41:30.755096,auto-ml
INC-000573,Network Failure,0.68,packet loss; link congestion,Check BGP routes; inspect switch logs; failover to backup link,11,2024-03-27 14:33:24.384491,on-call-eng
INC-003729,Cloud Resource Exhaustion,0.95,IP exhaustion; vCPU quota hit,Request quota increase; release idle resources; enable auto-scaling,14,2024-03-27 16:11:35.591256,on-call-eng
INC-004852,Database Failure,0.78,replication lag; query overload,Restart DB service; check replication lag; restore from backup if needed,28,2024-03-27 21:01:07.552217,on-call-eng
INC-002362,Cloud Resource Exhaustion,0.65,IP exhaustion; subnet capacity,Request quota increase; release idle resources; enable auto-scaling,1,2024-03-27 18:48:32.872232,auto-ml
INC-003231,Database Failure,0.71,replication lag; deadlock cascade,Restart DB service; check replication lag; restore from backup if needed,7,2024-03-27 19:19:25.993679,sre-team
INC-002101,Network Failure,0.7,BGP flap; link congestion,Check BGP routes; inspect switch logs; failover to backup link,2,2024-03-27 21:26:13.441677,auto-ml
INC-003380,Memory Leak,0.71,object retention; unbounded cache growth,Rolling restart of affected pods; increase heap limits; profile GC,30,2024-03-27 20:15:54.703288,sre-team
INC-002015,Service Crash,0.98,OOM kill; unhandled exception,Redeploy service; inspect core dumps; check dependency health,20,2024-03-27 21:30:00.036643,auto-ml
INC-003806,CPU Saturation,0.84,infinite loop; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,12,2024-03-27 23:25:07.710965,auto-ml
INC-004786,CPU Saturation,0.71,GC thrashing; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,25,2024-03-28 01:03:29.154179,on-call-eng
INC-003058,Service Crash,0.92,OOM kill; unhandled exception,Redeploy service; inspect core dumps; check dependency health,23,2024-03-28 01:46:42.966307,on-call-eng
INC-000783,CPU Saturation,0.77,thread contention; GC thrashing,Scale out horizontally; throttle batch jobs; identify runaway processes,3,2024-03-28 03:40:45.731733,auto-ml
INC-002776,Database Failure,0.78,query overload; disk I/O saturation,Restart DB service; check replication lag; restore from backup if needed,6,2024-03-28 04:11:55.764931,auto-ml
INC-001950,CPU Saturation,0.71,GC thrashing; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,29,2024-03-28 04:29:10.989227,sre-team
INC-002025,Network Failure,0.94,MTU mismatch; packet loss,Check BGP routes; inspect switch logs; failover to backup link,27,2024-03-28 03:15:48.295550,auto-ml
INC-002343,Service Crash,0.98,OOM kill; unhandled exception,Redeploy service; inspect core dumps; check dependency health,20,2024-03-28 03:43:09.789512,on-call-eng
INC-000653,Network Failure,0.68,MTU mismatch; link congestion,Check BGP routes; inspect switch logs; failover to backup link,8,2024-03-28 03:55:45.758305,auto-ml
INC-003544,Database Failure,0.68,query overload; disk I/O saturation,Restart DB service; check replication lag; restore from backup if needed,10,2024-03-28 04:49:23.564504,on-call-eng
INC-002364,Database Failure,0.94,query overload; replication lag,Restart DB service; check replication lag; restore from backup if needed,11,2024-03-28 07:03:55.156387,on-call-eng
INC-001575,Network Failure,0.9,MTU mismatch; link congestion,Check BGP routes; inspect switch logs; failover to backup link,23,2024-03-28 08:41:34.105923,sre-team
INC-000366,Cloud Resource Exhaustion,0.87,subnet capacity; vCPU quota hit,Request quota increase; release idle resources; enable auto-scaling,14,2024-03-28 07:53:43.251366,sre-team
INC-003345,Memory Leak,0.92,unbounded cache growth; object retention,Rolling restart of affected pods; increase heap limits; profile GC,11,2024-03-28 09:10:42.767199,sre-team
INC-003436,CPU Saturation,0.84,GC thrashing; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,13,2024-03-28 10:43:21.090465,auto-ml
INC-003469,Memory Leak,0.73,unbounded cache growth; finalizer queue buildup,Rolling restart of affected pods; increase heap limits; profile GC,30,2024-03-28 11:31:11.007912,on-call-eng
INC-000324,Database Failure,0.88,deadlock cascade; replication lag,Restart DB service; check replication lag; restore from backup if needed,23,2024-03-28 13:11:58.249876,sre-team
INC-004734,Service Crash,0.72,unhandled exception; OOM kill,Redeploy service; inspect core dumps; check dependency health,5,2024-03-28 19:02:25.629092,sre-team
INC-003133,Cloud Resource Exhaustion,0.84,EBS limit; vCPU quota hit,Request quota increase; release idle resources; enable auto-scaling,16,2024-03-28 12:45:36.417352,sre-team
INC-002797,Cloud Resource Exhaustion,0.85,EBS limit; IP exhaustion,Request quota increase; release idle resources; enable auto-scaling,26,2024-03-28 14:41:42.672890,auto-ml
INC-001100,CPU Saturation,0.78,GC thrashing; infinite loop,Scale out horizontally; throttle batch jobs; identify runaway processes,2,2024-03-28 15:37:36.934747,sre-team
INC-002590,Memory Leak,0.72,unbounded cache growth; object retention,Rolling restart of affected pods; increase heap limits; profile GC,16,2024-03-28 14:23:38.642582,sre-team
INC-001304,Database Failure,0.79,replication lag; deadlock cascade,Restart DB service; check replication lag; restore from backup if needed,10,2024-03-28 16:31:42.327076,auto-ml
INC-004134,Disk Failure,0.85,bad sectors; filesystem corruption,Replace faulty disk; restore RAID; check smart data,5,2024-03-28 18:23:33.238438,sre-team
INC-004836,CPU Saturation,0.96,GC thrashing; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,24,2024-03-28 18:15:22.214371,on-call-eng
INC-001081,Database Failure,0.74,query overload; disk I/O saturation,Restart DB service; check replication lag; restore from backup if needed,20,2024-03-28 20:54:11.387268,sre-team
INC-002271,Memory Leak,0.71,unbounded cache growth; finalizer queue buildup,Rolling restart of affected pods; increase heap limits; profile GC,9,2024-03-28 18:09:14.644434,on-call-eng
INC-002208,Cloud Resource Exhaustion,0.67,vCPU quota hit; IP exhaustion,Request quota increase; release idle resources; enable auto-scaling,24,2024-03-28 18:35:52.899136,auto-ml
INC-003301,Cloud Resource Exhaustion,0.67,vCPU quota hit; subnet capacity,Request quota increase; release idle resources; enable auto-scaling,15,2024-03-28 19:00:26.696757,sre-team
INC-003056,Memory Leak,0.68,finalizer queue buildup; object retention,Rolling restart of affected pods; increase heap limits; profile GC,7,2024-03-28 20:33:45.042094,auto-ml
INC-002858,Service Crash,0.98,dependency timeout cascade; OOM kill,Redeploy service; inspect core dumps; check dependency health,8,2024-03-28 22:41:36.070478,auto-ml
INC-001888,Database Failure,0.86,disk I/O saturation; query overload,Restart DB service; check replication lag; restore from backup if needed,6,2024-03-28 23:36:56.235682,sre-team
INC-002417,Network Failure,0.78,MTU mismatch; BGP flap,Check BGP routes; inspect switch logs; failover to backup link,12,2024-03-29 01:00:14.670760,sre-team
INC-000928,Kubernetes Pod Failure,0.86,OOMKilled; evicted by kubelet,Describe pod events; check resource quotas; inspect image pull logs,21,2024-03-29 02:15:54.073296,on-call-eng
INC-004230,Kubernetes Pod Failure,0.83,image pull error; CrashLoopBackOff,Describe pod events; check resource quotas; inspect image pull logs,26,2024-03-29 01:47:28.510433,on-call-eng
INC-000489,Cloud Resource Exhaustion,0.88,IP exhaustion; subnet capacity,Request quota increase; release idle resources; enable auto-scaling,30,2024-03-29 01:12:18.897339,auto-ml
INC-003039,Network Failure,0.75,packet loss; link congestion,Check BGP routes; inspect switch logs; failover to backup link,7,2024-03-29 03:50:55.634461,sre-team
INC-003114,Database Failure,0.89,query overload; deadlock cascade,Restart DB service; check replication lag; restore from backup if needed,3,2024-03-29 07:26:47.708917,sre-team
INC-000348,Disk Failure,0.92,RAID degradation; filesystem corruption,Replace faulty disk; restore RAID; check smart data,18,2024-03-29 11:17:41.144722,auto-ml
INC-004233,Memory Leak,0.92,unbounded cache growth; object retention,Rolling restart of affected pods; increase heap limits; profile GC,30,2024-03-29 12:25:19.340456,on-call-eng
INC-001026,Cloud Resource Exhaustion,0.87,IP exhaustion; vCPU quota hit,Request quota increase; release idle resources; enable auto-scaling,12,2024-03-29 09:24:30.137837,auto-ml
INC-003034,Disk Failure,0.78,filesystem corruption; RAID degradation,Replace faulty disk; restore RAID; check smart data,5,2024-03-29 10:37:48.278382,sre-team
INC-002489,Service Crash,0.82,OOM kill; unhandled exception,Redeploy service; inspect core dumps; check dependency health,28,2024-03-29 12:52:17.056014,auto-ml
INC-002108,Database Failure,0.85,replication lag; disk I/O saturation,Restart DB service; check replication lag; restore from backup if needed,27,2024-03-29 12:05:36.857286,auto-ml
INC-000510,Disk Failure,0.82,bad sectors; filesystem corruption,Replace faulty disk; restore RAID; check smart data,17,2024-03-29 13:40:06.946300,on-call-eng
INC-002554,Disk Failure,0.66,bad sectors; filesystem corruption,Replace faulty disk; restore RAID; check smart data,13,2024-03-29 11:31:15.963119,auto-ml
INC-000307,Network Failure,0.68,BGP flap; MTU mismatch,Check BGP routes; inspect switch logs; failover to backup link,9,2024-03-29 14:09:07.108502,on-call-eng
INC-002026,Disk Failure,0.89,RAID degradation; bad sectors,Replace faulty disk; restore RAID; check smart data,9,2024-03-29 15:23:39.381633,sre-team
INC-004979,CPU Saturation,0.71,infinite loop; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,13,2024-03-29 13:45:46.095071,auto-ml
INC-002795,CPU Saturation,0.8,thread contention; batch job overrun,Scale out horizontally; throttle batch jobs; identify runaway processes,18,2024-03-29 16:47:05.175163,auto-ml
INC-002088,Disk Failure,0.74,RAID degradation; filesystem corruption,Replace faulty disk; restore RAID; check smart data,13,2024-03-29 15:09:18.610462,sre-team
INC-000846,Cloud Resource Exhaustion,0.71,vCPU quota hit; IP exhaustion,Request quota increase; release idle resources; enable auto-scaling,4,2024-03-29 16:44:21.576066,auto-ml
INC-001335,Cloud Resource Exhaustion,0.77,EBS limit; vCPU quota hit,Request quota increase; release idle resources; enable auto-scaling,28,2024-03-29 16:48:24.793443,on-call-eng
INC-003204,CPU Saturation,0.91,thread contention; GC thrashing,Scale out horizontally; throttle batch jobs; identify runaway processes,21,2024-03-29 18:06:58.442995,sre-team
INC-003741,Cloud Resource Exhaustion,0.97,EBS limit; vCPU quota hit,Request quota increase; release idle resources; enable auto-scaling,20,2024-03-29 19:54:12.871430,auto-ml
INC-003572,Cloud Resource Exhaustion,0.8,EBS limit; vCPU quota hit,Request quota increase; release idle resources; enable auto-scaling,19,2024-03-29 20:04:37.618921,auto-ml
INC-004605,Memory Leak,0.75,object retention; finalizer queue buildup,Rolling restart of affected pods; increase heap limits; profile GC,19,2024-03-29 22:52:08.728463,auto-ml
INC-004848,Cloud Resource Exhaustion,0.85,vCPU quota hit; IP exhaustion,Request quota increase; release idle resources; enable auto-scaling,26,2024-03-29 22:17:58.893980,on-call-eng
INC-003598,Cloud Resource Exhaustion,0.74,IP exhaustion; EBS limit,Request quota increase; release idle resources; enable auto-scaling,18,2024-03-29 22:22:15.575164,on-call-eng
INC-001577,Service Crash,0.92,OOM kill; unhandled exception,Redeploy service; inspect core dumps; check dependency health,12,2024-03-30 01:18:20.228770,auto-ml
INC-003903,Disk Failure,0.74,bad sectors; filesystem corruption,Replace faulty disk; restore RAID; check smart data,9,2024-03-29 23:32:57.734392,auto-ml
INC-001560,Service Crash,0.73,dependency timeout cascade; OOM kill,Redeploy service; inspect core dumps; check dependency health,7,2024-03-29 23:45:02.387142,sre-team
INC-003552,Disk Failure,0.84,RAID degradation; bad sectors,Replace faulty disk; restore RAID; check smart data,3,2024-03-30 02:06:18.181192,on-call-eng
INC-001410,Disk Failure,0.91,filesystem corruption; RAID degradation,Replace faulty disk; restore RAID; check smart data,22,2024-03-30 02:47:07.518760,auto-ml
INC-003511,Network Failure,0.91,BGP flap; link congestion,Check BGP routes; inspect switch logs; failover to backup link,7,2024-03-30 03:24:11.604304,on-call-eng
INC-002630,Database Failure,0.9,deadlock cascade; disk I/O saturation,Restart DB service; check replication lag; restore from backup if needed,1,2024-03-30 02:05:26.163345,auto-ml
INC-004554,Disk Failure,0.81,filesystem corruption; RAID degradation,Replace faulty disk; restore RAID; check smart data,14,2024-03-30 04:04:32.959931,sre-team
INC-002764,Memory Leak,0.92,object retention; finalizer queue buildup,Rolling restart of affected pods; increase heap limits; profile GC,17,2024-03-30 04:24:56.555850,sre-team
INC-004334,Cloud Resource Exhaustion,0.68,EBS limit; subnet capacity,Request quota increase; release idle resources; enable auto-scaling,4,2024-03-30 05:01:19.993644,sre-team
INC-000940,CPU Saturation,0.98,GC thrashing; infinite loop,Scale out horizontally; throttle batch jobs; identify runaway processes,10,2024-03-30 04:29:00.068660,sre-team
INC-002426,Memory Leak,0.75,unbounded cache growth; finalizer queue buildup,Rolling restart of affected pods; increase heap limits; profile GC,9,2024-03-30 05:58:18.109688,sre-team
INC-001246,Memory Leak,0.84,unbounded cache growth; finalizer queue buildup,Rolling restart of affected pods; increase heap limits; profile GC,15,2024-03-30 06:00:18.943798,on-call-eng
INC-002359,CPU Saturation,0.94,infinite loop; GC thrashing,Scale out horizontally; throttle batch jobs; identify runaway processes,7,2024-03-30 06:39:59.221439,auto-ml
INC-000349,Memory Leak,0.98,finalizer queue buildup; unbounded cache growth,Rolling restart of affected pods; increase heap limits; profile GC,30,2024-03-30 06:16:29.432292,on-call-eng
INC-003617,Disk Failure,0.67,filesystem corruption; RAID degradation,Replace faulty disk; restore RAID; check smart data,13,2024-03-30 07:27:42.630237,on-call-eng
INC-003285,Kubernetes Pod Failure,0.76,image pull error; evicted by kubelet,Describe pod events; check resource quotas; inspect image pull logs,28,2024-03-30 06:59:05.873733,on-call-eng
INC-002419,CPU Saturation,0.98,batch job overrun; thread contention,Scale out horizontally; throttle batch jobs; identify runaway processes,10,2024-03-30 08:18:50.680691,auto-ml
INC-000591,Service Crash,0.96,OOM kill; unhandled exception,Redeploy service; inspect core dumps; check dependency health,29,2024-03-30 08:45:33.306151,auto-ml
INC-002912,Disk Failure,0.78,bad sectors; filesystem corruption,Replace faulty disk; restore RAID; check smart data,2,2024-03-30 08:01:56.231361,on-call-eng
INC-004401,Database Failure,0.73,deadlock cascade; replication lag,Restart DB service; check replication lag; restore from backup if needed,1,2024-03-30 08:03:28.574853,sre-team
INC-002321,Kubernetes Pod Failure,0.75,image pull error; OOMKilled,Describe pod events; check resource quotas; inspect image pull logs,27,2024-03-30 09:11:28.191509,sre-team
INC-000662,Memory Leak,0.77,object retention; finalizer queue buildup,Rolling restart of affected pods; increase heap limits; profile GC,16,2024-03-30 10:20:14.708735,auto-ml
INC-000315,Database Failure,0.8,replication lag; deadlock cascade,Restart DB service; check replication lag; restore from backup if needed,30,2024-03-30 10:45:00.607645,sre-team
INC-000978,Cloud Resource Exhaustion,0.76,vCPU quota hit; subnet capacity,Request quota increase; release idle resources; enable auto-scaling,9,2024-03-30 11:00:37.447169,on-call-eng
INC-003643,Kubernetes Pod Failure,0.98,evicted by kubelet; OOMKilled,Describe pod events; check resource quotas; inspect image pull logs,20,2024-03-30 14:44:26.320365,sre-team
INC-003194,Memory Leak,0.79,unbounded cache growth; finalizer queue buildup,Rolling restart of affected pods; increase heap limits; profile GC,16,2024-03-30 12:48:20.318206,on-call-eng
INC-003382,Disk Failure,0.97,filesystem corruption; RAID degradation,Replace faulty disk; restore RAID; check smart data,22,2024-03-30 12:44:37.213218,sre-team
INC-003236,Memory Leak,0.81,object retention; finalizer queue buildup,Rolling restart of affected pods; increase heap limits; profile GC,28,2024-03-30 15:07:17.743475,on-call-eng
INC-002371,Disk Failure,0.83,RAID degradation; filesystem corruption,Replace faulty disk; restore RAID; check smart data,21,2024-03-30 17:13:41.056209,on-call-eng
INC-002224,Memory Leak,0.98,finalizer queue buildup; unbounded cache growth,Rolling restart of affected pods; increase heap limits; profile GC,22,2024-03-30 16:33:04.235488,auto-ml
INC-000205,CPU Saturation,0.84,GC thrashing; batch job overrun,Scale out horizontally; throttle batch jobs; identify runaway processes,9,2024-03-30 20:38:45.794627,auto-ml
INC-004088,Kubernetes Pod Failure,0.82,CrashLoopBackOff; evicted by kubelet,Describe pod events; check resource quotas; inspect image pull logs,28,2024-03-30 17:57:01.381979,auto-ml
INC-001959,Memory Leak,0.86,object retention; finalizer queue buildup,Rolling restart of affected pods; increase heap limits; profile GC,17,2024-03-30 17:19:08.107868,auto-ml
INC-001785,Cloud Resource Exhaustion,0.89,subnet capacity; IP exhaustion,Request quota increase; release idle resources; enable auto-scaling,23,2024-03-30 18:57:56.280127,auto-ml
INC-004010,Disk Failure,0.74,bad sectors; filesystem corruption,Replace faulty disk; restore RAID; check smart data,24,2024-03-30 20:07:36.970582,sre-team
INC-000201,Cloud Resource Exhaustion,0.95,subnet capacity; EBS limit,Request quota increase; release idle resources; enable auto-scaling,21,2024-03-30 22:06:00.480826,auto-ml
INC-004429,Disk Failure,0.85,RAID degradation; bad sectors,Replace faulty disk; restore RAID; check smart data,11,2024-03-30 22:33:22.348584,auto-ml
INC-000221,Cloud Resource Exhaustion,0.66,vCPU quota hit; EBS limit,Request quota increase; release idle resources; enable auto-scaling,10,2024-03-30 21:48:39.571516,sre-team
INC-003751,Disk Failure,0.89,bad sectors; filesystem corruption,Replace faulty disk; restore RAID; check smart data,1,2024-03-30 22:25:09.723239,sre-team
INC-002022,CPU Saturation,0.93,batch job overrun; infinite loop,Scale out horizontally; throttle batch jobs; identify runaway processes,30,2024-03-31 00:23:21.671743,on-call-eng
INC-004227,Memory Leak,0.72,unbounded cache growth; object retention,Rolling restart of affected pods; increase heap limits; profile GC,15,2024-03-31 00:43:25.408017,sre-team
INC-002870,Service Crash,0.68,unhandled exception; OOM kill,Redeploy service; inspect core dumps; check dependency health,5,2024-03-31 01:01:15.868300,sre-team
INC-004998,Disk Failure,0.69,filesystem corruption; bad sectors,Replace faulty disk; restore RAID; check smart data,26,2024-03-31 01:41:08.865279,auto-ml
INC-002124,Cloud Resource Exhaustion,0.93,EBS limit; subnet capacity,Request quota increase; release idle resources; enable auto-scaling,24,2024-03-31 00:46:42.055386,sre-team
INC-001611,Service Crash,0.83,unhandled exception; dependency timeout cascade,Redeploy service; inspect core dumps; check dependency health,5,2024-03-31 01:16:43.445886,auto-ml
INC-001604,Service Crash,0.67,OOM kill; unhandled exception,Redeploy service; inspect core dumps; check dependency health,14,2024-03-31 01:55:28.599402,sre-team
INC-000535,Cloud Resource Exhaustion,0.76,IP exhaustion; vCPU quota hit,Request quota increase; release idle resources; enable auto-scaling,24,2024-03-31 02:49:20.701568,on-call-eng
INC-001981,Database Failure,0.69,deadlock cascade; disk I/O saturation,Restart DB service; check replication lag; restore from backup if needed,3,2024-03-31 02:51:48.290075,sre-team
INC-003690,Service Crash,0.67,unhandled exception; dependency timeout cascade,Redeploy service; inspect core dumps; check dependency health,20,2024-03-31 05:38:43.678453,auto-ml
INC-001693,Database Failure,0.96,deadlock cascade; disk I/O saturation,Restart DB service; check replication lag; restore from backup if needed,24,2024-03-31 03:13:33.479557,sre-team
INC-002155,Network Failure,0.93,BGP flap; link congestion,Check BGP routes; inspect switch logs; failover to backup link,5,2024-03-31 03:43:01.701746,on-call-eng
INC-000806,Network Failure,0.83,MTU mismatch; packet loss,Check BGP routes; inspect switch logs; failover to backup link,6,2024-03-31 07:57:12.683402,auto-ml
INC-004599,Database Failure,0.81,replication lag; query overload,Restart DB service; check replication lag; restore from backup if needed,2,2024-03-31 04:41:27.274141,on-call-eng
INC-004271,Network Failure,0.88,MTU mismatch; packet loss,Check BGP routes; inspect switch logs; failover to backup link,20,2024-03-31 05:33:03.189419,on-call-eng
INC-001890,Service Crash,0.71,OOM kill; dependency timeout cascade,Redeploy service; inspect core dumps; check dependency health,21,2024-03-31 11:58:53.508890,on-call-eng
INC-000922,Disk Failure,0.97,bad sectors; RAID degradation,Replace faulty disk; restore RAID; check smart data,4,2024-03-31 05:42:32.606112,auto-ml
INC-001430,Network Failure,0.79,packet loss; BGP flap,Check BGP routes; inspect switch logs; failover to backup link,1,2024-03-31 15:26:34.257629,auto-ml
INC-000732,Memory Leak,0.77,finalizer queue buildup; object retention,Rolling restart of affected pods; increase heap limits; profile GC,18,2024-03-31 08:30:26.406873,auto-ml
INC-004924,Cloud Resource Exhaustion,0.86,IP exhaustion; vCPU quota hit,Request quota increase; release idle resources; enable auto-scaling,27,2024-03-31 10:19:13.197625,on-call-eng
INC-004928,Service Crash,0.97,OOM kill; unhandled exception,Redeploy service; inspect core dumps; check dependency health,9,2024-03-31 13:46:57.126121,auto-ml
INC-000115,Memory Leak,0.82,object retention; finalizer queue buildup,Rolling restart of affected pods; increase heap limits; profile GC,14,2024-03-31 11:08:53.043082,auto-ml
INC-000011,Service Crash,0.7,OOM kill; dependency timeout cascade,Redeploy service; inspect core dumps; check dependency health,18,2024-03-31 11:18:50.093522,on-call-eng
INC-003754,Network Failure,0.79,BGP flap; MTU mismatch,Check BGP routes; inspect switch logs; failover to backup link,14,2024-03-31 16:04:14.450732,on-call-eng
INC-002123,Disk Failure,0.88,RAID degradation; filesystem corruption,Replace faulty disk; restore RAID; check smart data,24,2024-03-31 14:09:02.343198,sre-team
INC-000204,Disk Failure,0.92,RAID degradation; bad sectors,Replace faulty disk; restore RAID; check smart data,15,2024-03-31 16:53:04.040066,auto-ml
INC-004472,Disk Failure,0.84,bad sectors; filesystem corruption,Replace faulty disk; restore RAID; check smart data,6,2024-03-31 19:37:38.567405,auto-ml
INC-002964,Database Failure,0.96,query overload; replication lag,Restart DB service; check replication lag; restore from backup if needed,12,2024-03-31 19:25:43.812267,sre-team
INC-004861,Disk Failure,0.86,bad sectors; RAID degradation,Replace faulty disk; restore RAID; check smart data,26,2024-03-31 19:50:05.159379,sre-team
INC-004388,Database Failure,0.91,replication lag; disk I/O saturation,Restart DB service; check replication lag; restore from backup if needed,27,2024-03-31 22:05:54.243271,on-call-eng
