timestamp,alert_id,rule_name,metric,value,threshold,severity,service,host,tower,status,duration_min
2024-03-08 05:55:53.796884,ALT-010400,DiskFull,disk_util,162.42,90,P1 Critical,analytics-engine,host-010,Storage,firing,67
2024-03-08 06:10:00.841792,ALT-005760,NetworkPacketLoss,packet_loss_pct,5.21,5,P4 Low,analytics-engine,host-040,Network,resolved,106
2024-03-08 06:47:24.257891,ALT-015333,HighCPU,cpu_util,101.83,80,P3 Medium,analytics-engine,host-016,Compute,resolved,35
2024-03-08 06:49:27.861567,ALT-019441,HighGCPause,gc_pause_ms,916.92,500,P1 Critical,inventory-api,host-001,Application,firing,100
2024-03-08 07:08:33.611272,ALT-000755,HighCPU,cpu_util,118.91,80,P2 High,auth-service,host-025,Compute,firing,137
2024-03-08 07:10:09.315556,ALT-016465,LowRequestRate,request_rate,12.26,10,P3 Medium,auth-service,host-014,Application,resolved,103
2024-03-08 07:30:19.159752,ALT-019462,DBConnectionPool,connection_pct,115.7,80,P2 High,payment-gateway,host-040,Database,firing,85
2024-03-08 07:37:28.987600,ALT-003682,HighMemory,memory_util,124.09,85,P2 High,api-gateway,host-015,Compute,resolved,178
2024-03-08 07:39:47.071401,ALT-005737,LowRequestRate,request_rate,13.03,10,P3 Medium,reporting-service,host-042,Application,firing,152
2024-03-08 07:41:14.314257,ALT-007583,HighLatency,latency_ms,1185.02,1000,P3 Medium,api-gateway,host-046,Application,resolved,203
2024-03-08 07:42:59.328588,ALT-015667,HighGCPause,gc_pause_ms,1348.53,500,P1 Critical,inventory-api,host-031,Application,resolved,28
2024-03-08 07:52:48.740090,ALT-000189,NetworkPacketLoss,packet_loss_pct,9.4,5,P1 Critical,payment-gateway,host-033,Network,resolved,126
2024-03-08 08:02:03.542220,ALT-007775,PodCrashLoop,restart_count,4.22,3,P2 High,inventory-api,host-050,Cloud,resolved,91
2024-03-08 08:11:15.130061,ALT-017679,HighMemory,memory_util,157.61,85,P1 Critical,analytics-engine,host-007,Compute,firing,136
2024-03-08 08:16:25.323208,ALT-013770,CloudQuotaExhausted,quota_pct,173.06,90,P1 Critical,inventory-api,host-011,Cloud,firing,170
2024-03-08 08:37:07.174123,ALT-013606,DBConnectionPool,connection_pct,79.78,80,P4 Low,cache-cluster,host-025,Database,firing,129
2024-03-08 08:54:18.272884,ALT-013825,LowNetworkThroughput,net_in_mbps,12.05,10,P3 Medium,reporting-service,host-037,Network,resolved,35
2024-03-08 08:56:59.401383,ALT-007669,HighCPU,cpu_util,215.55,80,P1 Critical,payment-gateway,host-048,Compute,firing,117
2024-03-08 08:58:28.402726,ALT-015231,HighCPU,cpu_util,159.63,80,P1 Critical,order-service,host-006,Compute,resolved,125
2024-03-08 09:10:22.342879,ALT-005282,DBConnectionPool,connection_pct,102.96,80,P3 Medium,api-gateway,host-035,Database,resolved,188
2024-03-08 09:22:18.267492,ALT-014627,HighErrorRate,error_rate,5.54,5,P3 Medium,message-broker,host-016,Application,firing,160
2024-03-08 09:24:20.386867,ALT-010582,HighGCPause,gc_pause_ms,722.08,500,P2 High,api-gateway,host-009,Application,resolved,204
2024-03-08 09:34:59.096839,ALT-012126,DBConnectionPool,connection_pct,80.44,80,P4 Low,message-broker,host-024,Database,firing,3
2024-03-08 09:48:16.206825,ALT-009101,DiskFull,disk_util,140.4,90,P2 High,api-gateway,host-004,Storage,firing,129
2024-03-08 09:49:39.871018,ALT-001465,LowNetworkThroughput,net_in_mbps,13.88,10,P3 Medium,cache-cluster,host-041,Network,resolved,170
2024-03-08 09:52:47.969102,ALT-009422,PodCrashLoop,restart_count,5.55,3,P1 Critical,notification-service,host-050,Cloud,resolved,111
2024-03-08 09:53:30.429083,ALT-003419,HighGCPause,gc_pause_ms,536.3,500,P4 Low,notification-service,host-024,Application,resolved,71
2024-03-08 10:13:50.910539,ALT-007458,NetworkPacketLoss,packet_loss_pct,6.98,5,P3 Medium,message-broker,host-018,Network,firing,176
2024-03-08 10:15:27.551801,ALT-010280,NetworkPacketLoss,packet_loss_pct,10.91,5,P1 Critical,message-broker,host-045,Network,resolved,230
2024-03-08 10:23:59.744153,ALT-016779,LowNetworkThroughput,net_in_mbps,10.07,10,P4 Low,notification-service,host-009,Network,firing,85
2024-03-08 10:49:14.526982,ALT-007368,LowNetworkThroughput,net_in_mbps,19.9,10,P1 Critical,order-service,host-015,Network,firing,43
2024-03-08 11:13:45.693331,ALT-010128,HighMemory,memory_util,101.83,85,P3 Medium,auth-service,host-024,Compute,firing,190
2024-03-08 11:22:01.404352,ALT-003152,PodCrashLoop,restart_count,3.9,3,P3 Medium,auth-service,host-049,Cloud,resolved,121
2024-03-08 11:28:19.441881,ALT-015067,LowRequestRate,request_rate,12.03,10,P3 Medium,inventory-api,host-008,Application,firing,224
2024-03-08 11:30:35.638497,ALT-004163,LowRequestRate,request_rate,11.29,10,P3 Medium,message-broker,host-030,Application,resolved,34
2024-03-08 11:40:10.641179,ALT-004747,HighLatency,latency_ms,1126.0,1000,P3 Medium,analytics-engine,host-019,Application,firing,98
2024-03-08 11:41:40.198788,ALT-009776,HighLatency,latency_ms,1159.82,1000,P3 Medium,cache-cluster,host-009,Application,resolved,11
2024-03-08 11:43:57.104281,ALT-017172,DiskFull,disk_util,100.07,90,P3 Medium,reporting-service,host-032,Storage,firing,22
2024-03-08 12:03:41.864947,ALT-012824,LowRequestRate,request_rate,25.48,10,P1 Critical,auth-service,host-022,Application,resolved,38
2024-03-08 12:07:53.853072,ALT-000867,HighCPU,cpu_util,72.46,80,P4 Low,api-gateway,host-025,Compute,resolved,4
2024-03-08 12:08:20.149498,ALT-019955,LowNetworkThroughput,net_in_mbps,10.82,10,P4 Low,cache-cluster,host-002,Network,firing,181
2024-03-08 12:17:30.188866,ALT-016201,LowNetworkThroughput,net_in_mbps,9.64,10,P4 Low,order-service,host-043,Network,firing,183
2024-03-08 12:19:08.413217,ALT-007052,HighMemory,memory_util,109.95,85,P3 Medium,api-gateway,host-017,Compute,resolved,131
2024-03-08 12:37:39.404624,ALT-019632,HighGCPause,gc_pause_ms,757.8,500,P2 High,analytics-engine,host-029,Application,resolved,221
2024-03-08 12:49:23.251601,ALT-015491,HighLatency,latency_ms,2198.29,1000,P1 Critical,payment-gateway,host-017,Application,resolved,20
2024-03-08 12:57:57.128000,ALT-012609,LowRequestRate,request_rate,23.1,10,P1 Critical,reporting-service,host-031,Application,firing,218
2024-03-08 13:02:50.433827,ALT-006157,CloudQuotaExhausted,quota_pct,167.43,90,P1 Critical,order-service,host-026,Cloud,resolved,197
2024-03-08 13:05:23.577498,ALT-003125,PodCrashLoop,restart_count,2.72,3,P4 Low,inventory-api,host-011,Cloud,firing,150
2024-03-08 13:40:19.336923,ALT-012225,NetworkPacketLoss,packet_loss_pct,5.96,5,P3 Medium,reporting-service,host-015,Network,resolved,228
2024-03-08 13:57:50.225580,ALT-019025,NetworkPacketLoss,packet_loss_pct,13.54,5,P1 Critical,notification-service,host-023,Network,firing,38
2024-03-08 14:10:36.944544,ALT-010937,HighCPU,cpu_util,163.17,80,P1 Critical,auth-service,host-019,Compute,firing,89
2024-03-08 14:15:14.795689,ALT-001381,LowRequestRate,request_rate,11.11,10,P3 Medium,payment-gateway,host-031,Application,firing,165
2024-03-08 14:18:41.557585,ALT-012383,CloudQuotaExhausted,quota_pct,128.2,90,P2 High,order-service,host-034,Cloud,firing,87
2024-03-08 14:41:12.968653,ALT-011677,NetworkPacketLoss,packet_loss_pct,5.13,5,P4 Low,api-gateway,host-044,Network,firing,110
2024-03-08 14:41:48.013518,ALT-008561,LowRequestRate,request_rate,23.99,10,P1 Critical,auth-service,host-001,Application,firing,14
2024-03-08 15:25:39.358459,ALT-001617,DiskFull,disk_util,108.23,90,P3 Medium,reporting-service,host-034,Storage,resolved,10
2024-03-08 15:28:55.985307,ALT-016979,HighGCPause,gc_pause_ms,786.28,500,P2 High,api-gateway,host-023,Application,resolved,128
2024-03-08 15:46:27.715622,ALT-017350,LowRequestRate,request_rate,13.88,10,P3 Medium,message-broker,host-045,Application,resolved,92
2024-03-08 15:54:59.905957,ALT-002321,HighGCPause,gc_pause_ms,543.77,500,P4 Low,auth-service,host-049,Application,firing,39
2024-03-08 16:02:59.815353,ALT-003084,DBConnectionPool,connection_pct,88.51,80,P3 Medium,order-service,host-039,Database,firing,58
2024-03-08 16:08:07.373186,ALT-007289,HighGCPause,gc_pause_ms,1194.19,500,P1 Critical,payment-gateway,host-050,Application,resolved,57
2024-03-08 16:20:15.644144,ALT-016546,HighCPU,cpu_util,103.52,80,P3 Medium,analytics-engine,host-013,Compute,firing,73
2024-03-08 16:23:30.579181,ALT-013374,CloudQuotaExhausted,quota_pct,234.2,90,P1 Critical,analytics-engine,host-017,Cloud,resolved,175
2024-03-08 16:26:42.699714,ALT-003255,NetworkPacketLoss,packet_loss_pct,10.37,5,P1 Critical,auth-service,host-042,Network,firing,223
2024-03-08 16:30:51.305381,ALT-002027,LowRequestRate,request_rate,19.83,10,P1 Critical,payment-gateway,host-017,Application,resolved,77
2024-03-08 16:31:55.452103,ALT-005143,HighGCPause,gc_pause_ms,1058.48,500,P1 Critical,order-service,host-028,Application,firing,229
2024-03-08 16:46:59.619560,ALT-011590,HighCPU,cpu_util,126.23,80,P2 High,auth-service,host-013,Compute,resolved,176
2024-03-08 17:06:26.688198,ALT-002161,LowNetworkThroughput,net_in_mbps,25.07,10,P1 Critical,reporting-service,host-002,Network,firing,49
2024-03-08 17:39:57.737885,ALT-019700,LowRequestRate,request_rate,15.82,10,P2 High,auth-service,host-008,Application,firing,118
2024-03-08 17:51:39.262812,ALT-014788,LowRequestRate,request_rate,24.56,10,P1 Critical,reporting-service,host-023,Application,firing,183
2024-03-08 18:01:24.171418,ALT-001644,PodCrashLoop,restart_count,3.59,3,P3 Medium,payment-gateway,host-017,Cloud,firing,186
2024-03-08 18:34:43.347587,ALT-007562,CloudQuotaExhausted,quota_pct,145.64,90,P2 High,order-service,host-047,Cloud,resolved,151
2024-03-08 18:45:59.869480,ALT-014911,DiskFull,disk_util,97.5,90,P4 Low,notification-service,host-007,Storage,firing,31
2024-03-08 19:01:53.895795,ALT-009951,LowRequestRate,request_rate,10.6,10,P4 Low,inventory-api,host-013,Application,firing,25
2024-03-08 19:05:52.827151,ALT-012316,HighLatency,latency_ms,1229.01,1000,P3 Medium,notification-service,host-013,Application,firing,196
2024-03-08 19:12:00.873231,ALT-002594,HighErrorRate,error_rate,5.28,5,P4 Low,api-gateway,host-013,Application,firing,240
2024-03-08 19:34:41.732071,ALT-016181,CloudQuotaExhausted,quota_pct,93.8,90,P4 Low,message-broker,host-006,Cloud,firing,2
2024-03-08 19:45:06.299879,ALT-007352,HighMemory,memory_util,98.56,85,P3 Medium,message-broker,host-019,Compute,resolved,61
2024-03-08 19:47:53.592642,ALT-003553,HighCPU,cpu_util,89.04,80,P3 Medium,inventory-api,host-043,Compute,firing,92
2024-03-08 20:05:46.383397,ALT-018562,LowNetworkThroughput,net_in_mbps,13.57,10,P3 Medium,api-gateway,host-030,Network,resolved,119
2024-03-08 20:21:41.748937,ALT-012956,HighCPU,cpu_util,202.55,80,P1 Critical,message-broker,host-045,Compute,resolved,75
2024-03-08 20:44:07.333642,ALT-006798,PodCrashLoop,restart_count,3.73,3,P3 Medium,reporting-service,host-001,Cloud,resolved,23
2024-03-08 21:08:40.274132,ALT-015779,DBConnectionPool,connection_pct,158.2,80,P1 Critical,api-gateway,host-012,Database,resolved,239
2024-03-08 21:24:15.401137,ALT-017965,LowNetworkThroughput,net_in_mbps,16.29,10,P2 High,inventory-api,host-028,Network,resolved,75
2024-03-08 21:26:14.235739,ALT-004159,CloudQuotaExhausted,quota_pct,171.29,90,P1 Critical,inventory-api,host-027,Cloud,firing,171
2024-03-08 21:46:32.212053,ALT-009603,LowNetworkThroughput,net_in_mbps,19.34,10,P1 Critical,payment-gateway,host-037,Network,firing,109
2024-03-08 21:51:33.667069,ALT-002185,CloudQuotaExhausted,quota_pct,189.39,90,P1 Critical,notification-service,host-011,Cloud,firing,173
2024-03-08 22:21:43.037825,ALT-002618,HighCPU,cpu_util,97.15,80,P3 Medium,payment-gateway,host-015,Compute,resolved,152
2024-03-08 22:41:31.249242,ALT-011906,CloudQuotaExhausted,quota_pct,83.74,90,P4 Low,auth-service,host-027,Cloud,resolved,29
2024-03-08 22:58:03.864975,ALT-016710,HighCPU,cpu_util,181.68,80,P1 Critical,inventory-api,host-009,Compute,firing,234
2024-03-08 23:01:04.276961,ALT-019175,LowNetworkThroughput,net_in_mbps,9.06,10,P4 Low,reporting-service,host-005,Network,firing,159
2024-03-08 23:39:30.154861,ALT-010816,DiskFull,disk_util,94.88,90,P4 Low,api-gateway,host-039,Storage,resolved,106
2024-03-09 00:00:26.803079,ALT-008268,PodCrashLoop,restart_count,5.86,3,P1 Critical,reporting-service,host-005,Cloud,resolved,193
2024-03-09 00:06:09.627849,ALT-005938,LowNetworkThroughput,net_in_mbps,26.7,10,P1 Critical,payment-gateway,host-021,Network,firing,218
2024-03-09 00:07:26.616242,ALT-018076,HighCPU,cpu_util,187.64,80,P1 Critical,order-service,host-050,Compute,firing,240
2024-03-09 00:14:20.151320,ALT-002959,HighLatency,latency_ms,1413.27,1000,P2 High,order-service,host-019,Application,resolved,203
2024-03-09 00:18:41.776882,ALT-004873,DiskFull,disk_util,98.32,90,P4 Low,message-broker,host-049,Storage,resolved,105
2024-03-09 00:42:17.603925,ALT-006625,HighGCPause,gc_pause_ms,633.2,500,P3 Medium,notification-service,host-025,Application,resolved,177
2024-03-09 01:01:35.358744,ALT-018322,HighErrorRate,error_rate,10.64,5,P1 Critical,auth-service,host-032,Application,firing,81
2024-03-09 01:31:50.331331,ALT-003349,HighMemory,memory_util,116.36,85,P3 Medium,payment-gateway,host-034,Compute,firing,140
2024-03-09 01:45:29.301275,ALT-003637,LowNetworkThroughput,net_in_mbps,9.3,10,P4 Low,notification-service,host-034,Network,firing,183
2024-03-09 01:46:46.243805,ALT-015497,CloudQuotaExhausted,quota_pct,101.67,90,P3 Medium,payment-gateway,host-035,Cloud,firing,236
2024-03-09 01:48:36.784222,ALT-015505,HighErrorRate,error_rate,11.93,5,P1 Critical,cache-cluster,host-024,Application,firing,201
2024-03-09 01:56:08.386491,ALT-002253,HighLatency,latency_ms,1281.01,1000,P3 Medium,api-gateway,host-046,Application,firing,230
2024-03-09 02:09:01.618951,ALT-004016,DiskFull,disk_util,216.56,90,P1 Critical,analytics-engine,host-016,Storage,firing,188
2024-03-09 02:25:14.739165,ALT-016878,HighMemory,memory_util,96.14,85,P3 Medium,auth-service,host-024,Compute,firing,210
2024-03-09 02:35:44.128450,ALT-007410,HighGCPause,gc_pause_ms,602.68,500,P3 Medium,reporting-service,host-044,Application,resolved,210
2024-03-09 03:06:09.331811,ALT-019107,HighGCPause,gc_pause_ms,1005.67,500,P1 Critical,reporting-service,host-023,Application,resolved,57
2024-03-09 04:02:10.940774,ALT-000024,PodCrashLoop,restart_count,3.32,3,P3 Medium,auth-service,host-025,Cloud,firing,102
2024-03-09 04:48:21.843230,ALT-002661,HighMemory,memory_util,91.95,85,P4 Low,message-broker,host-049,Compute,firing,162
2024-03-09 05:10:58.117840,ALT-019148,HighLatency,latency_ms,1251.72,1000,P3 Medium,auth-service,host-019,Application,resolved,83
2024-03-09 05:15:37.179106,ALT-019201,DBConnectionPool,connection_pct,114.58,80,P2 High,order-service,host-018,Database,resolved,109
2024-03-09 05:25:51.411406,ALT-017591,LowNetworkThroughput,net_in_mbps,10.47,10,P4 Low,auth-service,host-014,Network,resolved,115
2024-03-09 05:39:19.062690,ALT-002762,NetworkPacketLoss,packet_loss_pct,4.71,5,P4 Low,message-broker,host-050,Network,firing,29
2024-03-09 05:52:03.216232,ALT-014753,PodCrashLoop,restart_count,6.94,3,P1 Critical,auth-service,host-015,Cloud,firing,216
2024-03-09 05:56:08.290758,ALT-006141,HighCPU,cpu_util,99.88,80,P3 Medium,cache-cluster,host-048,Compute,resolved,97
2024-03-09 06:24:59.656033,ALT-011865,HighGCPause,gc_pause_ms,800.04,500,P2 High,auth-service,host-035,Application,firing,119
2024-03-09 07:00:01.028048,ALT-007608,LowNetworkThroughput,net_in_mbps,14.61,10,P2 High,auth-service,host-011,Network,firing,23
2024-03-09 07:04:35.122471,ALT-004028,HighMemory,memory_util,179.15,85,P1 Critical,auth-service,host-019,Compute,resolved,62
2024-03-09 07:22:15.773429,ALT-009848,DBConnectionPool,connection_pct,89.03,80,P3 Medium,notification-service,host-001,Database,firing,163
2024-03-09 08:24:04.793316,ALT-009317,DiskFull,disk_util,106.46,90,P3 Medium,api-gateway,host-024,Storage,resolved,88
2024-03-09 08:36:18.354188,ALT-009894,HighLatency,latency_ms,2606.02,1000,P1 Critical,auth-service,host-031,Application,resolved,153
2024-03-09 08:37:09.987773,ALT-004467,HighErrorRate,error_rate,4.7,5,P4 Low,order-service,host-011,Application,firing,113
2024-03-09 08:45:20.408340,ALT-006636,NetworkPacketLoss,packet_loss_pct,4.93,5,P4 Low,reporting-service,host-017,Network,firing,63
2024-03-09 08:52:23.627118,ALT-002401,HighErrorRate,error_rate,5.61,5,P3 Medium,order-service,host-043,Application,firing,158
2024-03-09 09:04:59.689509,ALT-009341,NetworkPacketLoss,packet_loss_pct,7.93,5,P2 High,cache-cluster,host-009,Network,resolved,180
2024-03-09 09:19:28.344317,ALT-013051,LowRequestRate,request_rate,20.92,10,P1 Critical,auth-service,host-004,Application,resolved,105
2024-03-09 09:25:22.010858,ALT-005395,LowNetworkThroughput,net_in_mbps,11.79,10,P3 Medium,order-service,host-008,Network,firing,8
2024-03-09 10:00:23.932585,ALT-007451,HighCPU,cpu_util,88.8,80,P3 Medium,auth-service,host-007,Compute,firing,155
2024-03-09 10:55:51.115165,ALT-007766,HighCPU,cpu_util,118.55,80,P2 High,notification-service,host-021,Compute,firing,54
2024-03-09 11:00:08.207272,ALT-001658,CloudQuotaExhausted,quota_pct,98.58,90,P4 Low,order-service,host-035,Cloud,firing,27
2024-03-09 11:17:49.571833,ALT-012669,HighLatency,latency_ms,1498.24,1000,P2 High,cache-cluster,host-050,Application,resolved,210
2024-03-09 11:23:27.823275,ALT-002911,HighErrorRate,error_rate,7.79,5,P2 High,cache-cluster,host-044,Application,resolved,213
2024-03-09 11:25:23.655664,ALT-014632,LowRequestRate,request_rate,21.46,10,P1 Critical,inventory-api,host-044,Application,firing,216
2024-03-09 11:47:32.244820,ALT-008143,HighLatency,latency_ms,1071.26,1000,P4 Low,reporting-service,host-040,Application,resolved,86
2024-03-09 11:48:58.462448,ALT-017012,LowRequestRate,request_rate,10.83,10,P4 Low,message-broker,host-047,Application,firing,198
2024-03-09 11:49:58.486152,ALT-000054,DiskFull,disk_util,134.16,90,P2 High,cache-cluster,host-002,Storage,firing,20
2024-03-09 11:59:46.496097,ALT-004859,HighErrorRate,error_rate,4.54,5,P4 Low,reporting-service,host-012,Application,firing,180
2024-03-09 12:01:35.735116,ALT-002102,HighMemory,memory_util,135.09,85,P2 High,notification-service,host-003,Compute,firing,17
2024-03-09 12:03:15.499230,ALT-012293,HighMemory,memory_util,122.6,85,P2 High,reporting-service,host-013,Compute,firing,44
2024-03-09 12:12:14.115231,ALT-013053,HighCPU,cpu_util,128.89,80,P2 High,message-broker,host-043,Compute,firing,134
2024-03-09 12:30:52.391512,ALT-002078,HighErrorRate,error_rate,6.57,5,P3 Medium,message-broker,host-040,Application,firing,71
2024-03-09 12:50:04.398646,ALT-019233,PodCrashLoop,restart_count,3.72,3,P3 Medium,payment-gateway,host-032,Cloud,resolved,177
2024-03-09 12:54:18.750509,ALT-014577,PodCrashLoop,restart_count,3.95,3,P3 Medium,notification-service,host-050,Cloud,firing,181
2024-03-09 12:55:12.521776,ALT-013469,HighLatency,latency_ms,1235.38,1000,P3 Medium,reporting-service,host-015,Application,resolved,96
2024-03-09 13:31:33.993677,ALT-013985,CloudQuotaExhausted,quota_pct,133.7,90,P2 High,reporting-service,host-046,Cloud,resolved,183
2024-03-09 14:00:47.055677,ALT-006504,LowNetworkThroughput,net_in_mbps,11.18,10,P3 Medium,cache-cluster,host-036,Network,firing,118
2024-03-09 14:09:39.541498,ALT-008672,HighCPU,cpu_util,86.83,80,P4 Low,inventory-api,host-011,Compute,resolved,180
2024-03-09 14:12:20.914353,ALT-002677,DiskFull,disk_util,175.4,90,P1 Critical,payment-gateway,host-011,Storage,firing,71
2024-03-09 14:13:06.346835,ALT-015433,HighCPU,cpu_util,102.21,80,P3 Medium,auth-service,host-016,Compute,resolved,83
2024-03-09 14:16:26.747790,ALT-012315,DiskFull,disk_util,182.35,90,P1 Critical,reporting-service,host-030,Storage,resolved,140
2024-03-09 14:20:33.155676,ALT-007965,CloudQuotaExhausted,quota_pct,139.26,90,P2 High,cache-cluster,host-038,Cloud,firing,85
2024-03-09 14:31:09.697046,ALT-009267,PodCrashLoop,restart_count,4.24,3,P2 High,cache-cluster,host-047,Cloud,firing,73
2024-03-09 14:31:27.419806,ALT-014011,LowRequestRate,request_rate,15.09,10,P2 High,message-broker,host-024,Application,firing,48
2024-03-09 14:40:49.726831,ALT-019559,DiskFull,disk_util,219.88,90,P1 Critical,reporting-service,host-028,Storage,firing,55
2024-03-09 14:47:42.386799,ALT-004540,DBConnectionPool,connection_pct,122.47,80,P2 High,analytics-engine,host-013,Database,resolved,4
2024-03-09 15:09:55.280301,ALT-001638,LowNetworkThroughput,net_in_mbps,12.19,10,P3 Medium,auth-service,host-016,Network,firing,224
2024-03-09 15:09:58.106126,ALT-002822,LowNetworkThroughput,net_in_mbps,23.29,10,P1 Critical,analytics-engine,host-016,Network,firing,80
2024-03-09 15:15:31.261190,ALT-012746,HighErrorRate,error_rate,8.06,5,P2 High,api-gateway,host-034,Application,firing,99
2024-03-09 15:34:22.259614,ALT-015684,HighGCPause,gc_pause_ms,451.44,500,P4 Low,inventory-api,host-011,Application,resolved,4
2024-03-09 15:48:42.950272,ALT-015365,LowRequestRate,request_rate,15.76,10,P2 High,reporting-service,host-034,Application,firing,9
2024-03-09 16:10:33.770011,ALT-011314,HighCPU,cpu_util,88.11,80,P3 Medium,reporting-service,host-045,Compute,firing,145
2024-03-09 16:36:23.872761,ALT-006869,DBConnectionPool,connection_pct,100.95,80,P3 Medium,payment-gateway,host-008,Database,resolved,66
2024-03-09 17:13:56.061923,ALT-004498,CloudQuotaExhausted,quota_pct,163.82,90,P1 Critical,analytics-engine,host-033,Cloud,firing,136
2024-03-09 17:45:19.678703,ALT-001118,PodCrashLoop,restart_count,4.31,3,P2 High,analytics-engine,host-040,Cloud,resolved,156
2024-03-09 18:15:41.625537,ALT-017527,LowNetworkThroughput,net_in_mbps,11.4,10,P3 Medium,inventory-api,host-013,Network,resolved,31
2024-03-09 18:27:00.067517,ALT-009091,NetworkPacketLoss,packet_loss_pct,7.47,5,P2 High,order-service,host-022,Network,firing,195
2024-03-09 18:37:40.535875,ALT-017423,HighGCPause,gc_pause_ms,962.46,500,P1 Critical,reporting-service,host-009,Application,firing,77
2024-03-09 19:46:26.689500,ALT-018750,CloudQuotaExhausted,quota_pct,95.58,90,P4 Low,inventory-api,host-028,Cloud,firing,136
2024-03-09 20:00:37.732967,ALT-018607,LowRequestRate,request_rate,13.03,10,P3 Medium,analytics-engine,host-004,Application,resolved,60
2024-03-09 20:05:38.661131,ALT-016775,NetworkPacketLoss,packet_loss_pct,10.49,5,P1 Critical,message-broker,host-020,Network,firing,72
2024-03-09 21:01:09.752729,ALT-018737,DiskFull,disk_util,122.01,90,P3 Medium,cache-cluster,host-025,Storage,firing,218
2024-03-09 21:12:37.974747,ALT-008968,DiskFull,disk_util,128.12,90,P2 High,auth-service,host-033,Storage,firing,36
2024-03-09 21:13:29.990777,ALT-019440,CloudQuotaExhausted,quota_pct,192.59,90,P1 Critical,order-service,host-032,Cloud,firing,123
2024-03-09 21:26:00.912931,ALT-004010,HighLatency,latency_ms,958.72,1000,P4 Low,notification-service,host-040,Application,firing,185
2024-03-09 21:45:39.121269,ALT-011984,DiskFull,disk_util,92.86,90,P4 Low,cache-cluster,host-035,Storage,resolved,2
2024-03-09 22:28:56.559644,ALT-019151,CloudQuotaExhausted,quota_pct,104.22,90,P3 Medium,analytics-engine,host-026,Cloud,firing,196
2024-03-09 22:30:00.629177,ALT-015303,NetworkPacketLoss,packet_loss_pct,6.22,5,P3 Medium,inventory-api,host-047,Network,resolved,42
2024-03-09 22:38:19.115625,ALT-011444,LowNetworkThroughput,net_in_mbps,10.89,10,P4 Low,payment-gateway,host-006,Network,resolved,40
2024-03-09 22:39:40.883037,ALT-010525,PodCrashLoop,restart_count,3.94,3,P3 Medium,reporting-service,host-006,Cloud,firing,234
2024-03-09 22:40:39.307975,ALT-002656,PodCrashLoop,restart_count,4.55,3,P2 High,analytics-engine,host-039,Cloud,firing,15
2024-03-09 23:12:13.026359,ALT-004651,HighMemory,memory_util,106.07,85,P3 Medium,api-gateway,host-049,Compute,resolved,166
2024-03-09 23:32:31.409628,ALT-007725,CloudQuotaExhausted,quota_pct,167.13,90,P1 Critical,cache-cluster,host-048,Cloud,resolved,48
2024-03-09 23:41:04.903089,ALT-014323,NetworkPacketLoss,packet_loss_pct,7.67,5,P2 High,analytics-engine,host-013,Network,firing,81
2024-03-09 23:45:45.052443,ALT-018546,HighMemory,memory_util,182.95,85,P1 Critical,analytics-engine,host-007,Compute,firing,8
2024-03-09 23:54:58.837438,ALT-000534,CloudQuotaExhausted,quota_pct,96.03,90,P4 Low,inventory-api,host-032,Cloud,resolved,73
2024-03-09 23:57:46.781153,ALT-002108,DiskFull,disk_util,140.08,90,P2 High,message-broker,host-040,Storage,firing,32
2024-03-10 00:02:28.037105,ALT-009625,DiskFull,disk_util,95.8,90,P4 Low,notification-service,host-009,Storage,resolved,222
2024-03-10 00:26:55.057165,ALT-008744,HighErrorRate,error_rate,11.53,5,P1 Critical,reporting-service,host-038,Application,firing,90
2024-03-10 00:37:40.966986,ALT-003295,LowNetworkThroughput,net_in_mbps,9.54,10,P4 Low,reporting-service,host-043,Network,firing,88
2024-03-10 00:47:15.093985,ALT-009263,DiskFull,disk_util,173.03,90,P1 Critical,inventory-api,host-025,Storage,firing,204
2024-03-10 01:06:22.017117,ALT-019002,CloudQuotaExhausted,quota_pct,192.51,90,P1 Critical,auth-service,host-026,Cloud,resolved,203
2024-03-10 01:16:55.121128,ALT-005803,NetworkPacketLoss,packet_loss_pct,5.5,5,P4 Low,notification-service,host-004,Network,firing,26
2024-03-10 01:33:28.095309,ALT-013705,HighGCPause,gc_pause_ms,1280.89,500,P1 Critical,inventory-api,host-034,Application,firing,143
2024-03-10 02:03:04.809520,ALT-006340,HighGCPause,gc_pause_ms,602.61,500,P3 Medium,notification-service,host-032,Application,firing,186
2024-03-10 02:22:19.089514,ALT-007146,CloudQuotaExhausted,quota_pct,116.51,90,P3 Medium,cache-cluster,host-031,Cloud,resolved,156
2024-03-10 02:26:58.157639,ALT-010333,PodCrashLoop,restart_count,3.17,3,P4 Low,notification-service,host-007,Cloud,firing,36
2024-03-10 02:59:44.769921,ALT-017226,LowNetworkThroughput,net_in_mbps,13.64,10,P3 Medium,message-broker,host-048,Network,firing,161
2024-03-10 03:05:45.858442,ALT-002992,NetworkPacketLoss,packet_loss_pct,5.22,5,P4 Low,auth-service,host-017,Network,resolved,134
2024-03-10 03:18:29.649324,ALT-010178,LowRequestRate,request_rate,12.15,10,P3 Medium,analytics-engine,host-007,Application,firing,42
2024-03-10 03:40:49.080871,ALT-009316,HighErrorRate,error_rate,4.63,5,P4 Low,inventory-api,host-017,Application,firing,43
2024-03-10 03:51:27.162991,ALT-006059,HighLatency,latency_ms,1558.41,1000,P2 High,auth-service,host-004,Application,firing,78
